column,dtype_inferred,missing_count,missing_ratio,is_numeric_like,min,median_approx,max
video_id,int64,0,0.0,True,0.0,74899.5,32038724.0
counts,int64,0,0.0,True,1.0,61.0,189.0
show_cnt,float64,0,0.0,True,0.5,1652.5415282392028,5446968.833333333
show_user_num,float64,0,0.0,True,0.5,1472.45,5358021.666666667
play_cnt,float64,0,0.0,True,0.0,850.8886844983593,5360840.833333333
play_user_num,float64,0,0.0,True,0.0,769.7783882783883,4955046.166666667
play_duration,float64,0,0.0,True,0.0,14897720.826007325,214401210030.8
complete_play_cnt,float64,0,0.0,True,0.0,125.66143822393822,1709265.3333333333
complete_play_user_num,float64,0,0.0,True,0.0,120.76136363636364,1690069.8333333333
valid_play_cnt,float64,0,0.0,True,0.0,400.6877890263717,2171763.5
valid_play_user_num,float64,0,0.0,True,0.0,383.97824367088606,2140424.333333333
long_time_play_cnt,float64,0,0.0,True,0.0,271.7871511189338,1706301.5
long_time_play_user_num,float64,0,0.0,True,0.0,260.94715073529414,1687841.0
short_time_play_cnt,float64,0,0.0,True,0.0,269.0635080645161,2214924.833333333
short_time_play_user_num,float64,0,0.0,True,0.0,247.22222222222223,2050803.0
play_progress,float64,0,0.0,True,0.0,0.13983040105693356,1.0
comment_stay_duration,float64,0,0.0,True,0.0,303324.73097826086,7800768027.388889
like_cnt,float64,0,0.0,True,0.0,14.714285714285714,114186.91666666669
like_user_num,float64,0,0.0,True,0.0,14.458963585434173,112764.08333333331
click_like_cnt,float64,0,0.0,True,0.0,6.545454545454546,61729.833333333336
double_click_cnt,float64,0,0.0,True,0.0,6.95720823798627,67203.11111111111
cancel_like_cnt,float64,0,0.0,True,0.0,1.2444444444444445,61628.333333333336
cancel_like_user_num,float64,0,0.0,True,0.0,1.1142857142857143,7796.666666666667
comment_cnt,float64,0,0.0,True,0.0,1.2432432432432432,66844.91666666667
comment_user_num,float64,0,0.0,True,0.0,1.0434782608695652,53764.25
direct_comment_cnt,float64,0,0.0,True,0.0,0.9626168224299064,33603.75
reply_comment_cnt,float64,0,0.0,True,0.0,0.1607142857142857,33241.166666666664
delete_comment_cnt,float64,0,0.0,True,0.0,0.0439560439560439,4012.1666666666665
delete_comment_user_num,float64,0,0.0,True,0.0,0.0408163265306122,1236.4166666666667
comment_like_cnt,float64,0,0.0,True,0.0,0.5942443064182195,61101.333333333336
comment_like_user_num,float64,0,0.0,True,0.0,0.30544953350296866,23069.08333333333
follow_cnt,float64,0,0.0,True,0.0,1.1785714285714286,30872.166666666668
follow_user_num,float64,0,0.0,True,0.0,1.1607142857142858,30647.33333333333
cancel_follow_cnt,float64,0,0.0,True,0.0,0.13378038934242395,3016.6666666666665
cancel_follow_user_num,float64,0,0.0,True,0.0,0.1323529411764706,2764.6666666666665
share_cnt,float64,0,0.0,True,0.0,0.26239754098360657,12348.0
share_user_num,float64,0,0.0,True,0.0,0.2325581395348837,9737.083333333334
download_cnt,float64,0,0.0,True,0.0,0.1351351351351351,10020.166666666666
download_user_num,float64,0,0.0,True,0.0,0.1322314049586777,9964.416666666666
report_cnt,float64,0,0.0,True,0.0,0.0,293.0
report_user_num,float64,0,0.0,True,0.0,0.0,272.42028985507244
reduce_similar_cnt,float64,0,0.0,True,0.0,0.625,4013.203703703704
reduce_similar_user_num,float64,0,0.0,True,0.0,0.6050687791039983,3987.796296296296
collect_cnt,float64,0,0.0,True,0.0,1.5833333333333333,15330.152777777776
collect_user_num,float64,0,0.0,True,0.0,1.5238095238095235,15133.527777777776
cancel_collect_cnt,float64,0,0.0,True,0.0,0.4150943396226415,4246.0
cancel_collect_user_num,float64,0,0.0,True,0.0,0.3870967741935484,4156.5
direct_comment_user_num,float64,0,0.0,True,0.0,0.903923076923077,32614.83333333333
reply_comment_user_num,float64,0,0.0,True,0.0,0.1047619047619047,27074.0
share_all_cnt,float64,0,0.0,True,0.0,0.48755165289256197,20171.916666666668
share_all_user_num,float64,0,0.0,True,0.0,0.4166666666666667,18585.166666666668
outsite_share_all_cnt,float64,0,0.0,True,0.0,0.2884615384615384,13504.833333333334
