column,dtype_inferred,missing_count,missing_ratio,is_numeric_like,min,median_approx,max
user_id,int64,0,0.0,True,0.0,6.0,27284.0
video_id,int64,0,0.0,True,0.0,2195934.5,32038724.0
date,int64,0,0.0,True,20220422.0,20220502.0,20220508.0
hourmin,int64,0,0.0,True,0.0,1200.0,2300.0
time_ms,int64,0,0.0,True,1650549978522.0,1651487614346.0,1652025122099.0
is_click,int64,0,0.0,True,0.0,0.0,1.0
is_like,int64,0,0.0,True,0.0,0.0,1.0
is_follow,int64,0,0.0,True,0.0,0.0,1.0
is_comment,int64,0,0.0,True,0.0,0.0,1.0
is_forward,int64,0,0.0,True,0.0,0.0,1.0
is_hate,int64,0,0.0,True,0.0,0.0,1.0
long_view,int64,0,0.0,True,0.0,0.0,1.0
play_time_ms,int64,0,0.0,True,-8.0,2754.5,2929371.0
duration_ms,int64,0,0.0,True,0.0,28546.0,27594866.0
profile_stay_time,int64,0,0.0,True,0.0,0.0,300000.0
comment_stay_time,int64,0,0.0,True,0.0,0.0,809780.0
is_profile_enter,int64,0,0.0,True,0.0,0.0,1.0
is_rand,int64,0,0.0,True,0.0,0.0,0.0
tab,int64,0,0.0,True,0.0,1.0,14.0
