column,dtype_inferred,missing_count,missing_ratio,is_numeric_like,min,median_approx,max
video_id,int64,0,0.0,True,6.0,75376.0,32038718.0
counts,int64,0,0.0,True,1.0,61.0,189.0
show_cnt,float64,0,0.0,True,0.4,1644.2392585449481,4740848.777777778
show_user_num,float64,0,0.0,True,0.4,1462.2613440749155,4562319.222222222
play_cnt,float64,0,0.0,True,0.0,847.4865461847389,4952342.166666667
play_user_num,float64,0,0.0,True,0.0,764.400426742532,4554064.055555556
play_duration,float64,0,0.0,True,0.0,14954727.868852459,230992904724.6111
complete_play_cnt,float64,0,0.0,True,0.0,123.38859349919743,3468119.5
complete_play_user_num,float64,0,0.0,True,0.0,119.26456876456876,3389049.5
valid_play_cnt,float64,0,0.0,True,0.0,397.33333333333337,3537738.833333333
valid_play_user_num,float64,0,0.0,True,0.0,380.5649868766404,3454915.6666666665
long_time_play_cnt,float64,0,0.0,True,0.0,269.317093776401,3459012.833333333
long_time_play_user_num,float64,0,0.0,True,0.0,259.13643410852717,3381990.9444444445
short_time_play_cnt,float64,0,0.0,True,0.0,265.5229840280483,1312689.25
short_time_play_user_num,float64,0,0.0,True,0.0,244.35666666666663,1220906.5
play_progress,float64,0,0.0,True,0.0,0.13922156920626522,1.0
comment_stay_duration,float64,0,0.0,True,0.0,299520.2341137124,10405502528.083334
like_cnt,float64,0,0.0,True,0.0,14.640260366441659,218748.63636363635
like_user_num,float64,0,0.0,True,0.0,14.393057784911718,114336.33333333331
click_like_cnt,float64,0,0.0,True,0.0,6.48,215355.93181818185
double_click_cnt,float64,0,0.0,True,0.0,6.917237442922374,69271.25
cancel_like_cnt,float64,0,0.0,True,0.0,1.2334890965732086,216622.9772727273
cancel_like_user_num,float64,0,0.0,True,0.0,1.0961379765637895,17127.06818181818
comment_cnt,float64,0,0.0,True,0.0,1.2173913043478262,33922.666666666664
comment_user_num,float64,0,0.0,True,0.0,1.0285714285714285,27781.5
direct_comment_cnt,float64,0,0.0,True,0.0,0.9494310190512723,18153.506172839505
reply_comment_cnt,float64,0,0.0,True,0.0,0.16,16872.25
delete_comment_cnt,float64,0,0.0,True,0.0,0.043859649122807,1765.8
delete_comment_user_num,float64,0,0.0,True,0.0,0.040983606557377,1531.4
comment_like_cnt,float64,0,0.0,True,0.0,0.5983495670995671,49128.875
comment_like_user_num,float64,0,0.0,True,0.0,0.3066666666666666,21692.0
follow_cnt,float64,0,0.0,True,0.0,1.181818181818182,55359.91666666666
follow_user_num,float64,0,0.0,True,0.0,1.1666666666666667,55347.25
cancel_follow_cnt,float64,0,0.0,True,0.0,0.1346153846153846,10219.113636363636
cancel_follow_user_num,float64,0,0.0,True,0.0,0.1333333333333333,2768.7727272727275
share_cnt,float64,0,0.0,True,0.0,0.260643115942029,6519.0
share_user_num,float64,0,0.0,True,0.0,0.23121639784946235,5936.833333333333
download_cnt,float64,0,0.0,True,0.0,0.1354838709677419,4870.601851851852
download_user_num,float64,0,0.0,True,0.0,0.1323529411764706,3341.1666666666665
report_cnt,float64,0,0.0,True,0.0,0.0,161.0909090909091
report_user_num,float64,0,0.0,True,0.0,0.0,153.72727272727272
reduce_similar_cnt,float64,0,0.0,True,0.0,0.62,5956.416666666667
reduce_similar_user_num,float64,0,0.0,True,0.0,0.6,5865.25
collect_cnt,float64,0,0.0,True,0.0,1.5906352683461116,28560.75
collect_user_num,float64,0,0.0,True,0.0,1.525,28233.416666666668
cancel_collect_cnt,float64,0,0.0,True,0.0,0.41196343402225755,8084.75
cancel_collect_user_num,float64,0,0.0,True,0.0,0.3854794176706827,7977.5
direct_comment_user_num,float64,0,0.0,True,0.0,0.8888888888888888,16587.5
reply_comment_user_num,float64,0,0.0,True,0.0,0.1034482758620689,13982.75
share_all_cnt,float64,0,0.0,True,0.0,0.4888888888888889,8751.166666666666
share_all_user_num,float64,0,0.0,True,0.0,0.4166666666666667,7829.5
outsite_share_all_cnt,float64,0,0.0,True,0.0,0.287037037037037,4936.846153846154
