column,dtype_inferred,missing_count,missing_ratio,is_numeric_like,min,median_approx,max
video_id,int64,0,0.0,True,1.0,74781.0,32038720.0
counts,int64,0,0.0,True,1.0,61.0,189.0
show_cnt,float64,0,0.0,True,0.25,1658.7143874643875,4186509.7647058815
show_user_num,float64,0,0.0,True,0.25,1480.0830564784055,3959343.0
play_cnt,float64,0,0.0,True,0.0,860.1944444444443,4038215.9411764704
play_user_num,float64,0,0.0,True,0.0,777.0329365079365,3770653.2352941176
play_duration,float64,0,0.0,True,0.0,15240689.948275862,139134588033.38095
complete_play_cnt,float64,0,0.0,True,0.0,126.54923076923076,2718335.2352941176
complete_play_user_num,float64,0,0.0,True,0.0,121.70087719298246,2676190.9411764704
valid_play_cnt,float64,0,0.0,True,0.0,398.2745358090186,3049058.470588235
valid_play_user_num,float64,0,0.0,True,0.0,382.3288604459124,2986803.647058824
long_time_play_cnt,float64,0,0.0,True,0.0,272.3333333333333,2713318.705882353
long_time_play_user_num,float64,0,0.0,True,0.0,262.61238354037266,2672464.3529411764
short_time_play_cnt,float64,0,0.0,True,0.0,272.19380952380953,1349211.9130434785
short_time_play_user_num,float64,0,0.0,True,0.0,250.57666335650447,1203015.5
play_progress,float64,0,0.0,True,0.0,0.13965273690742705,0.981945263053816
comment_stay_duration,float64,0,0.0,True,0.0,309954.9141908213,10639544829.166666
like_cnt,float64,0,0.0,True,0.0,14.823714953271027,189719.76470588235
like_user_num,float64,0,0.0,True,0.0,14.571428571428571,152098.83333333334
click_like_cnt,float64,0,0.0,True,0.0,6.611111111111111,183509.08823529413
double_click_cnt,float64,0,0.0,True,0.0,7.020416666666666,89178.5
cancel_like_cnt,float64,0,0.0,True,0.0,1.263157894736842,185875.5588235294
cancel_like_user_num,float64,0,0.0,True,0.0,1.125,17654.735294117647
comment_cnt,float64,0,0.0,True,0.0,1.2608695652173914,18426.944444444445
comment_user_num,float64,0,0.0,True,0.0,1.058236434108527,15811.666666666666
direct_comment_cnt,float64,0,0.0,True,0.0,0.9736842105263158,12797.666666666666
reply_comment_cnt,float64,0,0.0,True,0.0,0.16525332375134744,9753.111111111111
delete_comment_cnt,float64,0,0.0,True,0.0,0.0448239571373899,2999.5
delete_comment_user_num,float64,0,0.0,True,0.0,0.0416666666666666,1290.8
comment_like_cnt,float64,0,0.0,True,0.0,0.625,82437.66666666667
comment_like_user_num,float64,0,0.0,True,0.0,0.3232323232323232,35342.0
follow_cnt,float64,0,0.0,True,0.0,1.2142857142857142,37171.71428571428
follow_user_num,float64,0,0.0,True,0.0,1.196969696969697,36244.142857142855
cancel_follow_cnt,float64,0,0.0,True,0.0,0.135593220338983,27548.016666666663
cancel_follow_user_num,float64,0,0.0,True,0.0,0.1333333333333333,27383.18333333333
share_cnt,float64,0,0.0,True,0.0,0.2692307692307692,7252.666666666667
share_user_num,float64,0,0.0,True,0.0,0.2379500580720092,6596.0
download_cnt,float64,0,0.0,True,0.0,0.1395348837209302,7536.2
download_user_num,float64,0,0.0,True,0.0,0.1363636363636363,6140.5
report_cnt,float64,0,0.0,True,0.0,0.0,332.75
report_user_num,float64,0,0.0,True,0.0,0.0,320.0833333333333
reduce_similar_cnt,float64,0,0.0,True,0.0,0.6304347826086957,5818.710144927536
reduce_similar_user_num,float64,0,0.0,True,0.0,0.6097560975609756,5554.557971014493
collect_cnt,float64,0,0.0,True,0.0,1.6,25528.5
collect_user_num,float64,0,0.0,True,0.0,1.543859649122807,25018.83333333333
cancel_collect_cnt,float64,0,0.0,True,0.0,0.4263500482160077,10741.5
cancel_collect_user_num,float64,0,0.0,True,0.0,0.4,10595.5
direct_comment_user_num,float64,0,0.0,True,0.0,0.9090909090909092,12292.833333333334
reply_comment_user_num,float64,0,0.0,True,0.0,0.1076923076923077,7554.777777777777
share_all_cnt,float64,0,0.0,True,0.0,0.5,10207.666666666666
share_all_user_num,float64,0,0.0,True,0.0,0.4285714285714285,8965.833333333334
outsite_share_all_cnt,float64,0,0.0,True,0.0,0.2954545454545454,8710.958333333334
